species,dd_long,dd_lat
Polyommatus_ariana,74.64818,35.13088
Polyommatus_ariana,74.63569,35.19929
Polyommatus_ariana,74.70529,35.30636
Polyommatus_ariana,74.70588,35.41582
Polyommatus_ariana,74.69993,35.47471
Polyommatus_ariana,75.30789,35.19381
Polyommatus_ariana,75.40735,35.19096
Polyommatus_bilucha,69.28868,31.02286
Polyommatus_bilucha,69.93225,32.82633
Polyommatus_bilucha,71.45514,34.11971
Polyommatus_bilucha,67.17985,31.01749
Polyommatus_bilucha,66.86766,30.99084
Polyommatus_bilucha,67.03708,30.87662
Polyommatus_bilucha,67.19508,30.53017
Polyommatus_bilucha,67.21601,30.36647
Polyommatus_bilucha,66.98188,30.37408
Polyommatus_bilucha,66.89431,30.14565
Polyommatus_bilucha,67.74330,30.59870
Polyommatus_bilucha,69.61023,31.04271
Polyommatus_bilucha,70.62435,33.75982
Polyommatus_bilucha,71.11833,34.08152
Polyommatus_bilucha,71.11357,33.93875
Polyommatus_bogra,66.83839,30.29642
Polyommatus_bogra,66.82947,30.03171
Polyommatus_bogra,66.98414,30.98052
Polyommatus_bogra,67.30239,30.98349
Polyommatus_bogra,67.93889,30.85559
Polyommatus_bogra,69.77108,31.26903
Polyommatus_chrysopis,75.36388,36.83342
Polyommatus_chrysopis,74.69763,36.84865
Polyommatus_chrysopis,74.54345,37.11705
Polyommatus_chrysopis,74.39116,36.84674
Polyommatus_chrysopis,74.07136,36.18621
Polyommatus_chrysopis,73.26805,36.43177
Polyommatus_devanica,75.17519,35.56993
Polyommatus_devanica,75.41076,35.06453
Polyommatus_devanica,76.54005,34.92890
Polyommatus_devanica,71.70870,36.03007
Polyommatus_devanica,71.59258,35.91823
Polyommatus_devanica,71.66587,35.92109
Polyommatus_devanica,71.66825,35.82496
Polyommatus_devanica,74.80854,36.67431
Polyommatus_devanica,72.54175,35.45436
Polyommatus_devanica,72.46129,36.10527
Polyommatus_devanica,71.62831,36.16780
Polyommatus_devanica,71.75026,36.17256
Polyommatus_devanica,71.83473,36.20230
Polyommatus_devanica,71.83771,36.14043
Polyommatus_devanica,72.34096,36.65321
Polyommatus_devanica,72.81329,36.78289
Polyommatus_devanica,72.82399,36.27606
Polyommatus_devanica,72.69074,36.14043
Polyommatus_devanica,72.59557,36.10712
Polyommatus_devanica,73.26895,36.43668
Polyommatus_devanica,73.27014,36.37243
Polyommatus_devanica,75.30807,36.76790
Polyommatus_devanica,75.26096,36.82643
Polyommatus_devanica,74.80838,36.94065
Polyommatus_devanica,74.67133,36.83928
Polyommatus_devanica,74.74414,36.78217
Polyommatus_devanica,74.56425,36.93922
Polyommatus_devanica,74.42148,36.84071
Polyommatus_devanica,74.32297,36.90067
Polyommatus_devanica,74.85407,36.40098
Polyommatus_devanica,74.80553,36.10546
Polyommatus_devanica,74.60565,36.19683
Polyommatus_devanica,74.09169,36.24822
Polyommatus_devanica,74.09169,35.95269
Polyommatus_devanica,74.02031,35.95698
Polyommatus_farazi,71.62276,35.97554
Polyommatus_farazi,71.67321,35.91272
Polyommatus_farazi,71.81026,36.02313
Polyommatus_farazi,71.47405,36.34554
Polyommatus_farazi,71.69676,36.15067
Polyommatus_farazi,71.83025,36.15566
Polyommatus_farazi,72.34683,36.64631
Polyommatus_florenciae,73.13136,36.86533
Polyommatus_florenciae,73.22511,36.80536
Polyommatus_florenciae,73.29221,36.86580
Polyommatus_galathea,71.76912,35.33652
Polyommatus_galathea,71.69868,35.61444
Polyommatus_galathea,71.69202,35.77625
Polyommatus_galathea,71.95566,35.72770
Polyommatus_galathea,71.68631,35.95328
Polyommatus_galathea,71.61112,35.99992
Polyommatus_galathea,72.56618,36.15974
Polyommatus_galathea,74.16934,36.10299
Polyommatus_galathea,74.76004,36.16188
Polyommatus_galathea,74.30319,35.32491
Polyommatus_galathea,74.68509,35.39451
Polyommatus_galathea,74.79752,35.37845
Polyommatus_galathea,74.72257,35.32312
Polyommatus_galathea,75.31505,35.02510
Polyommatus_galathea,75.37930,35.07685
Polyommatus_galathea,75.52206,35.27851
Polyommatus_galathea,72.50994,35.29505
Polyommatus_galathea,73.88605,34.98744
Polyommatus_galathea,73.75113,34.92891
Polyommatus_galathea,73.67903,34.88108
Polyommatus_galathea,73.75256,34.73046
Polyommatus_galathea,73.49700,34.67692
Polyommatus_hunza,74.62414,37.05108
Polyommatus_hunza,74.62319,36.85216
Polyommatus_hunza,74.80593,36.94639
Polyommatus_hunza,75.36368,36.82075
Polyommatus_hunza,75.23899,36.49048
Polyommatus_icadius,71.58521,35.94368
Polyommatus_icadius,71.71013,36.16319
Polyommatus_icadius,71.77616,36.11322
Polyommatus_icadius,71.84576,36.17033
Polyommatus_icadius,72.40255,36.01150
Polyommatus_icadius,72.53818,36.07217
Polyommatus_icadius,72.67381,36.12393
Polyommatus_icadius,73.30556,36.37912
Polyommatus_icadius,74.40832,36.85180
Polyommatus_icadius,74.67958,36.23790
Polyommatus_icadius,74.54395,36.18615
Polyommatus_icadius,74.29589,36.27181
Polyommatus_icadius,74.07484,36.21518
Polyommatus_icadius,74.04533,35.95820
Polyommatus_icarus,66.96064,30.83816
Polyommatus_icarus,67.12125,30.70075
Polyommatus_icarus,67.30328,30.85601
Polyommatus_icarus,66.76255,30.14217
Polyommatus_icarus,66.43014,28.16234
Polyommatus_icarus,72.62982,36.63560
Polyommatus_icarus,71.49482,36.34769
Polyommatus_icarus,71.60428,36.12164
Polyommatus_icarus,71.79463,36.12164
Polyommatus_icarus,72.00878,36.11450
Polyommatus_icarus,72.26339,36.04788
Polyommatus_icarus,72.52037,36.10260
Polyommatus_icarus,71.78036,35.97173
Polyommatus_icarus,71.94216,35.84562
Polyommatus_icarus,71.76132,35.75282
Polyommatus_icarus,71.76846,35.57912
Polyommatus_icarus,71.79225,35.19603
Polyommatus_icarus,72.86158,36.13830
Polyommatus_icarus,73.29227,36.39528
Polyommatus_icarus,73.98945,35.95984
Polyommatus_icarus,74.15839,36.24061
Polyommatus_icarus,74.41061,36.11450
Polyommatus_icarus,74.60097,36.25727
Polyommatus_icarus,74.66759,36.06453
Polyommatus_icarus,74.49389,35.79803
Polyommatus_icarus,74.61525,35.21506
Polyommatus_icarus,74.62476,35.35783
Polyommatus_icarus,75.49327,35.31738
Polyommatus_icarus,74.34161,36.22871
Polyommatus_lehanus,77.57005,35.10037
Polyommatus_lehanus,77.27321,34.86124
Polyommatus_lehanus,75.78961,36.03788
Polyommatus_lehanus,75.86100,35.97958
Polyommatus_lehanus,76.02340,35.77495
Polyommatus_lehanus,72.56552,36.14533
Polyommatus_lehanus,73.29957,36.85708
Polyommatus_lehanus,75.35943,36.80494
Polyommatus_lehanus,74.32327,36.93439
Polyommatus_lehanus,74.57728,36.85884
Polyommatus_lehanus,74.78727,36.98793
Polyommatus_lehanus,74.57133,36.98852
Polyommatus_lehanus,74.65818,36.97067
Polyommatus_lehanus,74.65104,37.04801
Polyommatus_metallica,73.78038,36.29144
Polyommatus_metallica,73.92315,36.01126
Polyommatus_metallica,74.13373,36.17901
Polyommatus_metallica,74.67625,36.17366
Polyommatus_metallica,74.13552,35.32062
Polyommatus_metallica,74.53883,35.10290
Polyommatus_metallica,74.74406,35.20641
Polyommatus_metallica,75.05458,35.29028
Polyommatus_metallica,75.43649,35.71680
Polyommatus_metallica,72.83930,36.74473
Polyommatus_metallica,72.55734,36.11655
Polyommatus_muellerae,71.90858,36.18767
Polyommatus_muellerae,71.66587,35.97209
Polyommatus_muellerae,71.68872,35.85787
Polyommatus_omphisa,74.05503,35.96078
Polyommatus_omphisa,74.56721,36.17137
Polyommatus_omphisa,74.76530,36.17315
Polyommatus_omphisa,73.92832,35.08812
Polyommatus_omphisa,74.70105,35.43433
Polyommatus_omphisa,74.70105,35.35938
Polyommatus_omphisa,74.63146,35.30048
Polyommatus_omphisa,74.70105,35.24695
Polyommatus_omphisa,74.56721,35.19698
Polyommatus_omphisa,74.49761,35.13809
Polyommatus_omphisa,75.21680,35.53427
Polyommatus_omphisa,75.28283,35.23802
Polyommatus_omphisa,75.28640,35.13095
Polyommatus_omphisa,75.60228,35.23624
Polyommatus_omphisa,75.83963,35.18092
Polyommatus_omphisa,74.11333,36.23817
Polyommatus_omphisa,74.12285,36.17916
Polyommatus_omphisa,74.25990,36.24007
Polyommatus_omphisa,74.33319,36.29956
Polyommatus_omphisa,76.49445,34.95124
Polyommatus_omphisa,72.74288,36.79722
Polyommatus_omphisa,72.61724,36.12051
Polyommatus_pseuderos,73.97945,35.01138
Polyommatus_pseuderos,73.44883,34.70919
Polyommatus_pseuderos,73.32034,34.61401
Polyommatus_pseuderos,73.27275,34.44983
Polyommatus_pseuderos,73.25610,34.24520
Polyommatus_pseuderos,73.46787,34.13098
Polyommatus_pseuderos,73.72723,33.86686
Polyommatus_pseuderos,73.26086,33.51708
Polyommatus_pseuderos,72.49883,36.50687
Polyommatus_pseuderos,72.43935,35.05540
Polyommatus_pseuderos,71.95394,35.53129
Polyommatus_pseuderos,72.14192,35.52654
Polyommatus_pseuderos,71.95394,35.67406
Polyommatus_pseuderos,71.95156,35.18865
Polyommatus_pseuderos,71.86590,34.90788
Polyommatus_pseuderos,71.76596,34.75321
Polyommatus_pseuderos,71.56847,34.78414
Polyommatus_pulchella,71.40850,36.28778
Polyommatus_pulchella,74.34285,36.91453
Polyommatus_sarta,71.67519,35.91607
Polyommatus_sarta,74.70073,36.08816
Polyommatus_sarta,74.67669,35.51935
Polyommatus_sarta,74.67193,35.41751
Polyommatus_sarta,74.62530,35.33661
Polyommatus_sarta,74.69573,35.33376
Polyommatus_sarta,74.76331,35.28426
Polyommatus_sarta,74.77853,35.22716
Polyommatus_sarta,74.67003,35.17576
Polyommatus_sarta,74.97555,35.35850
Polyommatus_sarta,73.98570,35.12056
Polyommatus_sarta,71.42897,36.31233
Polyommatus_sarta,71.66596,36.12102
Polyommatus_sarta,71.76733,36.12674
Polyommatus_sarta,71.90296,36.12674
Polyommatus_sarta,71.90581,36.03108
Polyommatus_sarta,71.80587,36.03251
Polyommatus_sarta,71.67453,35.80908
Polyommatus_sarta,71.75448,35.81265
Polyommatus_sarta,71.68095,35.71271
Polyommatus_sarta,71.77446,35.66203
Polyommatus_sarta,71.74805,35.55352
Polyommatus_sarta,71.82657,35.55566
Polyommatus_sarta,72.73767,36.79798
Polyommatus_sarta,72.36766,36.64213
Polyommatus_sarta,73.27900,36.41727
Polyommatus_sarta,73.27900,36.35302
Polyommatus_sarta,72.87330,36.14244
Polyommatus_sarta,72.74243,36.14006
Polyommatus_sarta,72.60799,36.14006
Polyommatus_sarta,74.05018,35.93709
Polyommatus_sarta,74.11585,36.25594
Polyommatus_sarta,74.45469,36.19027
Polyommatus_sarta,74.59079,36.24547
Polyommatus_selma,71.75376,36.13268
Polyommatus_selma,71.68714,35.99753
Polyommatus_selma,71.63193,35.73389
Polyommatus_selma,71.94126,35.73865
Polyommatus_selma,72.07261,35.79956
Polyommatus_stoliczkana,74.48479,36.14089
Polyommatus_stoliczkana,74.79531,36.69947
Polyommatus_stoliczkana,75.30392,36.81547
Polyommatus_stoliczkana,75.30749,36.74766
Polyommatus_stoliczkana,75.74114,36.36397
Polyommatus_stoliczkana,74.55058,36.86163
Polyommatus_stoliczkana,74.63006,36.92493
Polyommatus_stoliczkana,76.99143,35.39826
Polyommatus_venus,71.42663,36.33634
Prosotas_dubiosa,73.34353,34.16256
Prosotas_dubiosa,73.34305,34.05120
Prosotas_nora,71.43960,34.11296
Prosotas_nora,74.06950,33.89316
Prosotas_nora,73.33710,34.13301
Prosotas_nora,73.26429,34.07590
Prosotas_nora,73.33782,34.00166
Prosotas_nora,72.78031,33.88500
Prosotas_nora,72.91641,33.84074
Prosotas_nora,72.92070,33.77935
Prosotas_nora,73.00255,33.71463
Prosotas_nora,73.06299,33.83074
Prosotas_nora,72.99351,33.78601
Pseudophilotes_vicrama,72.04841,35.50990
Pseudophilotes_vicrama,71.88623,35.75901
Pseudophilotes_vicrama,72.09538,35.81064
Pseudophilotes_vicrama,71.91692,36.03312
Pseudophilotes_vicrama,72.27551,35.95056
Pseudophilotes_vicrama,72.24612,36.09350
Pseudophilotes_vicrama,72.08556,36.29695
Pseudophilotes_vicrama,72.56319,36.15941
Pseudophilotes_vicrama,72.80471,36.21533
Pseudophilotes_vicrama,72.99269,36.27601
Pseudophilotes_vicrama,73.31213,36.13818
Pseudophilotes_vicrama,73.90889,35.98154
Pseudophilotes_vicrama,73.96481,36.19125
Pseudophilotes_vicrama,74.31340,35.90944
Pseudophilotes_vicrama,74.11257,35.98844
Pseudophilotes_vicrama,74.29246,36.16833
Pseudophilotes_vicrama,74.49012,36.29650
Pseudophilotes_vicrama,74.64028,36.15599
Pseudophilotes_vicrama,74.57079,35.68008
Pseudophilotes_vicrama,74.91034,35.15725
Pseudophilotes_vicrama,74.61695,35.31501
Pseudophilotes_vicrama,74.57234,35.15618
Pseudophilotes_vicrama,67.69619,30.59063
Pseudophilotes_vicrama,67.16862,30.41755
Pseudophilotes_vicrama,67.01276,30.28192
Pseudophilotes_vicrama,66.85215,30.12844
Pseudophilotes_vicrama,75.70782,35.23271
Tarucus_alteratus,67.00537,25.00273
Tarucus_alteratus,68.34977,25.45720
Tarucus_alteratus,71.50255,34.06609
Tarucus_alteratus,72.49955,33.75201
Tarucus_alteratus,73.66072,33.43554
Tarucus_alteratus,73.77494,33.41888
Tarucus_alteratus,72.80888,33.46171
Tarucus_alteratus,72.98020,33.61162
Tarucus_alteratus,73.15152,33.44030
Tarucus_alteratus,73.16104,33.73297
Tarucus_alteratus,73.33236,33.59020
Tarucus_alteratus,73.14795,33.59139
Tarucus_balkanicus,66.87253,25.00116
Tarucus_balkanicus,69.04973,24.22760
Tarucus_balkanicus,72.48865,33.72165
Tarucus_balkanicus,68.49651,25.45659
Tarucus_balkanicus,67.45014,30.07988
Tarucus_balkanicus,67.29429,29.80268
Tarucus_balkanicus,69.24782,31.06736
Tarucus_balkanicus,69.64400,31.07093
Tarucus_balkanicus,70.14179,30.47130
Tarucus_balkanicus,71.12688,30.73780
Tarucus_balkanicus,72.10960,30.36661
Tarucus_balkanicus,71.53092,34.08095
Tarucus_balkanicus,72.20609,32.69194
Tarucus_balkanicus,73.22926,32.96855
Tarucus_balkanicus,73.11921,34.27428
Tarucus_balkanicus,73.28874,34.12854
Tarucus_balkanicus,72.81583,33.71510
Tarucus_balkanicus,73.09541,33.86382
Tarucus_balkanicus,73.08946,33.67049
Tarucus_balkanicus,73.27387,33.72105
Tarucus_callinara,69.07115,24.25520
Tarucus_callinara,68.51198,25.53773
Tarucus_callinara,67.01767,24.91193
Tarucus_callinara,67.28489,30.04625
Tarucus_callinara,71.46322,34.03256
Tarucus_callinara,72.47973,33.69563
Tarucus_callinara,73.19547,34.20008
Tarucus_callinara,72.81095,33.86695
Tarucus_callinara,72.83760,33.68040
Tarucus_callinara,73.02034,33.58713
Tarucus_callinara,73.03367,33.74512
Tarucus_nara,72.56489,33.67503
Tarucus_nara,68.51505,25.41592
Tarucus_nara,67.09927,25.25888
Tarucus_nara,67.09689,24.98286
Tarucus_nara,68.62926,27.57528
Tarucus_nara,68.70065,28.11423
Tarucus_nara,67.66130,29.86456
Tarucus_nara,67.59420,29.65041
Tarucus_nara,72.06092,30.28799
Tarucus_nara,70.94829,31.98740
Tarucus_nara,71.47700,34.04908
Tarucus_nara,72.83329,34.74388
Tarucus_nara,73.12796,34.02231
Tarucus_nara,72.89953,33.94022
Tarucus_nara,72.89001,33.71417
Tarucus_nara,73.12439,33.65231
Tarucus_nara,72.97449,33.79031
Tarucus_rosaceus,64.49171,29.31574
Tarucus_rosaceus,70.06536,30.10905
Tarucus_theophrastus,66.98604,24.99916
Tarucus_theophrastus,68.41133,25.43460
Tarucus_theophrastus,69.11565,24.24011
Tarucus_theophrastus,68.44465,30.22683
Tarucus_theophrastus,71.67381,30.22921
Tarucus_theophrastus,71.50963,29.92797
Tarucus_theophrastus,74.20508,31.42870
Tarucus_theophrastus,71.49059,34.04849
Tarucus_theophrastus,72.97490,34.77232
Tarucus_theophrastus,72.24536,32.69600
Tarucus_theophrastus,73.33277,32.84353
Tarucus_theophrastus,73.02582,33.56926
Tarucus_theophrastus,73.19238,33.41936
Tarucus_venosus,73.06401,34.33355
Tarucus_venosus,72.55766,33.75486
Tarucus_venosus,72.87746,33.89953
Tarucus_venosus,73.10399,33.92428
Tarucus_venosus,73.06972,33.75676
Tarucus_venosus,73.36287,33.72821
Tarucus_venosus,73.41808,34.01755
Tarucus_venosus,73.32099,34.18126
Tarucus_venosus,73.48851,34.35258
Tarucus_venosus,73.40666,34.49916
Tarucus_venosus,73.41998,34.70284
Turanana_chitrali,71.74429,35.85917
Turanana_chitrali,71.87260,35.98548
Turanana_chitrali,72.33460,36.58191
Turanana_chitrali,74.50098,36.20933
Turanana_chitrali,71.72049,35.76637
Turanana_chitrali,73.30133,36.18934
Turanana_chitrali,73.79971,36.42555
Turanana_chitrali,74.21107,36.25876
Turanana_chitrali,73.29729,36.35519
Turanana_kotzschiorum,71.42588,36.28051
Turanana_laspura,71.38096,36.26594
Turanana_laspura,71.80319,35.53443
Turanana_laspura,71.68469,35.77571
Turanana_laspura,71.76259,36.16579
Turanana_laspura,71.81732,36.10107
Turanana_laspura,71.92392,36.13058
Turanana_laspura,71.77692,36.00651
Turanana_laspura,72.59376,36.12715
Turanana_laspura,72.58138,36.33017
Turanana_laspura,72.36072,36.63330
Udara_dilecta,74.14000,30.33366
Udara_dilecta,70.82351,34.62692
Zizeeria_karsandra,67.05244,25.08026
Zizeeria_karsandra,68.97709,24.23237
Zizeeria_karsandra,68.63920,27.72185
Zizeeria_karsandra,66.69649,29.99388
Zizeeria_karsandra,67.00059,30.27656
Zizeeria_karsandra,67.56880,30.57494
Zizeeria_karsandra,67.73870,30.72485
Zizeeria_karsandra,71.56995,30.23491
Zizeeria_karsandra,72.20883,32.59058
Zizeeria_karsandra,73.76500,32.14443
Zizeeria_karsandra,74.22186,31.29496
Zizeeria_karsandra,72.43258,33.67845
Zizeeria_karsandra,72.59438,33.70891
Zizeeria_karsandra,72.76190,33.83074
Zizeeria_karsandra,73.04363,33.55091
Zizeeria_karsandra,73.22637,33.60040
Zizeeria_karsandra,73.02078,34.00777
Zizeeria_karsandra,73.21875,33.94876
Zizeeria_karsandra,73.41672,34.09533
Zizeeria_karsandra,73.21114,34.16005
Zizeeria_karsandra,73.25873,34.36564
Zizeeria_karsandra,73.27205,34.63595
Zizeeria_karsandra,73.57091,34.63024
Zizeeria_karsandra,71.86990,36.06188
Zizeeria_karsandra,72.33246,36.05260
Zizeeria_karsandra,73.78768,36.07960
Zizeeria_karsandra,73.98220,36.06711
Zizeeria_karsandra,74.31414,36.19917
Zizeeria_karsandra,74.49438,35.80121
Zizeeria_karsandra,74.56220,35.56386
Zizeeria_karsandra,74.86201,35.69413
Zizeeria_karsandra,75.02798,35.48890
Zizeeria_karsandra,75.20822,35.68699
Zizeeria_karsandra,75.34920,35.35506
Zizeeria_maha,67.73881,30.55383
Zizeeria_maha,71.59234,30.29982
Zizeeria_maha,74.07293,31.31347
Zizeeria_maha,73.78740,32.17722
Zizeeria_maha,72.27763,32.69832
Zizeeria_maha,72.69308,33.06118
Zizeeria_maha,71.59615,34.01059
Zizeeria_maha,71.27016,34.02011
Zizeeria_maha,72.38375,33.64415
Zizeeria_maha,72.60028,33.64415
Zizeeria_maha,72.55745,33.85355
Zizeeria_maha,73.07617,34.23188
Zizeeria_maha,73.29746,34.16050
Zizeeria_maha,73.10235,34.02963
Zizeeria_maha,73.11900,33.89162
Zizeeria_maha,72.88344,33.76788
Zizeeria_maha,72.92865,33.56325
Zizeeria_maha,73.14756,33.57277
Zizeeria_maha,72.85036,34.64257
Zizeeria_maha,73.04310,34.64400
Zizeeria_maha,73.25440,34.48981
Zizeeria_maha,73.41287,34.62401
Zizeeria_maha,73.32150,34.88956
Zizeeria_maha,73.56277,34.78249
Zizeeria_maha,71.81863,35.06769
Zizeeria_maha,72.49820,35.05627
Zizeeria_maha,71.98043,35.68254
Zizeeria_maha,71.99185,35.96237
Zizeeria_maha,72.53437,36.03090
Zizeeria_maha,73.57448,36.14954
Zizeeria_maha,73.81957,35.93300
Zizeeria_maha,74.19671,36.18166
Zizeeria_maha,74.50723,35.76525
Zizeeria_maha,74.49533,35.60345
Zizina_otis,66.96859,24.97180
Zizina_otis,71.58504,29.27571
Zizina_otis,74.14582,31.44388
Zizina_otis,72.29983,32.58293
Zizina_otis,72.91706,33.83167
Zizina_otis,73.21568,33.82929
Zizina_otis,72.81831,33.70675
Zizina_otis,72.80761,33.59729
Zizina_otis,72.94799,33.43311
Zizina_otis,73.13478,33.58896
Zizina_otis,71.89128,36.02006
Zizula_hylax,74.17055,31.46340
Zizula_hylax,69.10908,24.15917
Zizula_hylax,66.88904,25.00626
Chaetopracta_odata,71.85577,35.64523
Chaetopracta_odata,72.50489,36.13064
Chaetopracta_odata,72.59055,35.23215
Chaetopracta_odata,72.40400,34.89332
Chaetopracta_odata,72.60578,34.78101
Chaetopracta_odata,71.62211,36.00024
Chaetopracta_odata,71.62639,35.89983
Chaetopracta_odata,71.72348,35.89745
Chaetopracta_odata,71.71491,36.02356
Chaetopracta_odata,71.71396,35.95884
Chaetopracta_odata,74.04559,35.95360
Chaetopracta_odata,74.17979,35.92362
Chaetopracta_odata,74.05701,35.18266
Chaetopracta_odata,74.66663,35.23405
Chaetopracta_odata,74.66806,35.17409
Chaetopracta_odata,73.55994,34.68273
Chaetopracta_odata,73.55875,34.79219
Chaetopracta_odata,73.61943,34.90283
Chaetopracta_odata,73.63252,34.79100
Chaetopracta_odata,73.61705,34.84335
Chaetopracta_odata,73.20302,34.37816
Chaetopracta_odata,73.20421,34.32225
Chaetopracta_odata,73.34103,34.10215
Chaetopracta_odata,73.26608,34.22112
Chaetopracta_odata,73.26132,34.15568
Chaetopracta_odata,73.33984,34.21160
Euaspa_milionia,73.34414,34.18699
Euaspa_milionia,73.38482,34.08134
Neozephyrus_ataxus,73.34599,34.19265
Neozephyrus_ataxus,73.31458,34.14173
Neozephyrus_ataxus,73.38835,34.08415
Neozephyrus_syla,70.57797,33.73135
Neozephyrus_syla,71.85778,35.33770
Neozephyrus_syla,71.85206,35.19493
Neozephyrus_syla,71.74737,34.96269
Neozephyrus_syla,72.52783,35.18731
Neozephyrus_syla,72.32605,34.82944
Neozephyrus_syla,72.51831,34.72665
Neozephyrus_syla,73.56337,34.93414
Neozephyrus_syla,73.39015,34.75140
Neozephyrus_syla,73.20931,34.49441
Neozephyrus_syla,73.01324,34.33642
Neozephyrus_syla,73.19979,34.27550
Shizuyaozephyrus_ziha,73.34680,34.18966
Shizuyaozephyrus_ziha,73.38677,34.08187
Tomares_callimachus,67.30836,30.92516
Tomares_callimachus,67.18701,30.53255
Acraea_issoria,73.08635,34.43060
Acraea_issoria,74.19839,33.94852
Acraea_issoria,73.36326,34.24367
Acraea_issoria,73.36758,34.14221
Acraea_issoria,73.82637,33.84266
Acraea_violae,73.15228,34.63426
Acraea_violae,73.31037,34.16557
Acraea_violae,72.34951,31.70947
Dilipa_morgiana,73.51696,34.75844
Dilipa_morgiana,73.37296,34.17066
Hestina_persimilis,73.79756,34.68388
Hestina_persimilis,73.42748,34.74265
Hestina_persimilis,73.52789,34.74598
Hestina_persimilis,73.50124,34.66984
Hestina_persimilis,73.06669,34.33500
Hestina_persimilis,73.13652,33.89772
Mimathyma_chitralensis,73.36595,34.13304
Mimathyma_chitralensis,73.56498,34.66287
Mimathyma_chitralensis,72.85096,34.85232
Mimathyma_chitralensis,72.63467,35.77767
Mimathyma_chitralensis,71.68962,35.97905
Mimathyma_chitralensis,71.70494,35.69696
Sephisa_dichroa,74.20032,33.94880
Sephisa_dichroa,73.87386,33.83102
Sephisa_dichroa,73.17598,33.72991
Sephisa_dichroa,73.09317,33.73562
Sephisa_dichroa,73.11031,33.84603
Sephisa_dichroa,73.18250,33.90052
Sephisa_dichroa,73.37090,34.09365
Sephisa_dichroa,73.30095,34.15789
Sephisa_dichroa,73.44593,34.25838
Sephisa_dichroa,73.37193,34.19830
Sephisa_dichroa,73.66221,34.74157
Sephisa_dichroa,73.57476,34.72908
Sephisa_dichroa,73.57476,34.79939
Sephisa_dichroa,73.65150,34.85828
Sephisa_dichroa,72.47504,35.07115
Sephisa_dichroa,72.38118,36.10352
Sephisa_dichroa,71.88790,36.14742
Sephisa_dichroa,71.66606,35.98470
Sephisa_dichroa,71.59229,35.92426
Sephisa_dichroa,71.67320,35.87572
Ariadne_ariadne,73.86852,32.74248
Ariadne_merione,71.36663,34.17768
Ariadne_merione,71.54347,33.87936
Ariadne_merione,71.50778,33.71756
Ariadne_merione,71.71598,33.72707
Ariadne_merione,72.04363,34.14380
Ariadne_merione,72.39470,34.67154
Ariadne_merione,72.12753,34.77809
Ariadne_merione,71.88536,34.67686
Ariadne_merione,72.99077,34.21233
Ariadne_merione,72.82650,33.84702
Ariadne_merione,73.15370,33.96560
Ariadne_merione,73.33097,33.85139
Ariadne_merione,73.32502,33.68364
Ariadne_merione,73.12514,33.68959
Ariadne_merione,73.78640,33.81622
Ariadne_merione,73.61565,33.52546
Ariadne_merione,73.82232,33.52313
Ariadne_merione,73.64189,33.40760
Ariadne_merione,73.78466,33.25270
Ariadne_merione,73.60891,33.25730
Ariadne_merione,73.77760,33.13489
Ariadne_merione,73.59914,32.99569
Ariadne_merione,74.35195,32.41986
Ariadne_merione,73.86475,32.15574
Ariadne_merione,74.23967,31.33661
Ariadne_merione,71.55207,30.28887
Calinaga_buddha,73.39089,34.03520
Charaxes_solon,73.44952,33.66984
Charaxes_solon,73.53376,33.69768
Polyura_agraria,72.84986,33.92883
Polyura_agraria,73.13575,33.86405
Polyura_athamas,73.10480,33.85544
Polyura_athamas,73.45275,33.64832
Polyura_athamas,73.90773,33.79811
Cyrestis_thyodamas,73.76294,34.66155
Cyrestis_thyodamas,73.54735,34.61584
Cyrestis_thyodamas,73.18832,34.24421
Cyrestis_thyodamas,73.28312,34.18354
Cyrestis_thyodamas,73.32258,34.13717
Cyrestis_thyodamas,73.40259,34.18267
Cyrestis_thyodamas,73.39694,34.07411
Cyrestis_thyodamas,73.14966,33.87723
Cyrestis_thyodamas,73.89460,33.85396
Pseudergolis_wedah,74.19636,32.82370
Pseudergolis_wedah,73.56906,34.56802
Pseudergolis_wedah,73.41309,34.16837
Pseudergolis_wedah,73.40893,34.10859
Pseudergolis_wedah,73.99751,33.90008
Pseudergolis_wedah,73.82218,33.80250
Pseudergolis_wedah,73.74869,33.86327
Pseudergolis_wedah,73.14024,33.82943
Pseudergolis_wedah,73.05695,33.79641
Danaus_chrysippus,74.68969,35.28877
Danaus_chrysippus,74.08292,35.46604
Danaus_chrysippus,74.38476,35.82065
Danaus_chrysippus,74.08102,35.98698
Danaus_chrysippus,73.89899,36.12261
Danaus_chrysippus,72.65031,35.16630
Danaus_chrysippus,72.82924,34.74942
Danaus_chrysippus,73.36074,34.65309
Danaus_chrysippus,73.34265,34.51520
Danaus_chrysippus,73.32540,34.36906
Danaus_chrysippus,73.15289,34.31315
Danaus_chrysippus,73.49738,34.20847
Danaus_chrysippus,73.62587,34.02287
Danaus_chrysippus,73.31121,34.03931
Danaus_chrysippus,73.05570,33.94103
Danaus_chrysippus,73.61419,33.85207
Danaus_chrysippus,73.71270,33.77070
Danaus_chrysippus,73.79979,33.56511
Danaus_chrysippus,73.55137,33.56654
Danaus_chrysippus,73.81728,33.37130
Danaus_chrysippus,73.64578,33.22639
Danaus_chrysippus,73.50676,33.42975
Danaus_chrysippus,73.03665,33.67300
Danaus_chrysippus,73.29934,33.67110
Danaus_chrysippus,73.11184,33.52072
